employee_id,employee_name,gender,age,department,designation,salary,experience,joining_date,city,state,manager_name,performance_rating,attendance_percentage,active
1249,Employee_1249,Male,30,IT,Manager,25000,1,03/07/2024,Ahmedabad,Maharashtra,,4,92,False
1250,Employee_1250,Male,42,Finance,Executive,-15000,1,07-04-2024,Ahmedabad,Rajasthan,Neha,6,88,True
1251,Employee_1251,Male,-3,Sales,Executive,45000,-1,2024-07-05,Delhi,Maharashtra,,6,110,True
1252,Employee_1252,Female,-3,Sales,Manager,25000,1,06/07/2024,Pune,Maharashtra,Amit,3,110,False
1253,Employee_1253,Male,-3,Finance,Executive,70000,5,07-07-2024,Delhi,Rajasthan,Neha,6,92,False
1254,Employee_1254,Male,24,Finance,Manager,25000,1,2024-07-08,Jaipur,Rajasthan,Rohit,3,110,False
1255,Employee_1255,Female,42,IT,Engineer,25000,5,09/07/2024,Delhi,Rajasthan,Amit,4,97,True
1256,Employee_1256,Female,30,Sales,Manager,-15000,5,07-10-2024,Pune,Maharashtra,Neha,3,92,True
1257,Employee_1257,Female,36,Sales,Analyst,-15000,5,2024-07-11,Pune,Maharashtra,Rohit,5,97,True
1258,Employee_1258,Male,42,IT,Analyst,25000,1,12/07/2024,Jaipur,Maharashtra,Amit,4,97,False
1259,Employee_1259,Female,30,Marketing,Engineer,45000,5,07-13-2024,Delhi,Gujarat,,5,110,True
1260,,Male,36,IT,Analyst,70000,5,2024-07-14,Jaipur,Rajasthan,Rohit,,92,False
1261,Employee_1261,Female,24,Finance,Manager,45000,-1,15/07/2024,Pune,Delhi,Neha,4,88,True
1262,Employee_1262,Female,24,Marketing,Analyst,70000,3,07-16-2024,Delhi,Maharashtra,Rohit,5,92,False
1263,Employee_1263,Male,42,HR,Manager,25000,5,2024-07-17,Delhi,Rajasthan,Neha,4,97,True
1264,Employee_1264,Male,30,Sales,Executive,-15000,5,18/07/2024,Delhi,Rajasthan,Rohit,5,110,False
1265,Employee_1265,Female,24,Finance,Manager,-15000,3,07-19-2024,Pune,Maharashtra,Amit,5,110,False
1266,Employee_1266,Female,-3,IT,Engineer,70000,5,2024-07-20,Mumbai,Gujarat,Neha,5,97,False
1267,Employee_1267,Male,30,HR,Engineer,45000,1,21/07/2024,Delhi,Maharashtra,Neha,4,88,False
1268,Employee_1268,Female,36,IT,Executive,70000,3,07-22-2024,Pune,Gujarat,,6,97,False
1269,Employee_1269,Female,36,IT,Analyst,70000,3,2024-07-23,Jaipur,Maharashtra,Neha,4,97,True
1270,Employee_1270,Female,42,Marketing,Executive,25000,-1,24/07/2024,Ahmedabad,Maharashtra,Amit,3,97,False
1271,Employee_1271,Female,42,HR,Manager,-15000,3,07-25-2024,Delhi,Gujarat,,4,110,False
1272,Employee_1272,Male,30,HR,Engineer,70000,3,2024-07-26,Mumbai,Rajasthan,Amit,3,97,False
1273,Employee_1273,Female,24,Finance,Analyst,70000,1,27/07/2024,Jaipur,Delhi,Rohit,6,92,False
1274,Employee_1274,Female,24,Finance,Analyst,-15000,5,07-28-2024,Jaipur,Delhi,,4,97,False
1275,Employee_1275,Male,42,Sales,Engineer,25000,1,2024-07-29,Mumbai,Delhi,Rohit,6,97,True
1276,Employee_1276,Male,-3,HR,Engineer,45000,5,30/07/2024,Mumbai,Rajasthan,Rohit,3,88,True
1277,Employee_1277,Female,-3,Finance,Engineer,45000,1,07-31-2024,Mumbai,Gujarat,Rohit,3,97,True
1278,Employee_1278,Male,-3,IT,Engineer,45000,3,2024-08-01,Ahmedabad,Rajasthan,Neha,,88,True
1279,Employee_1279,Female,24,HR,Manager,45000,3,02/08/2024,Delhi,Delhi,Neha,3,88,True
1280,Employee_1280,Female,30,Finance,Engineer,-15000,1,08-03-2024,Mumbai,Delhi,Amit,5,110,True
1281,,Female,-3,Marketing,Manager,70000,-1,2024-08-04,Pune,Rajasthan,Neha,3,88,False
1282,Employee_1282,Female,-3,IT,Analyst,-15000,1,05/08/2024,Delhi,Delhi,Neha,3,92,True
1283,Employee_1283,Female,42,HR,Manager,45000,5,08-06-2024,Mumbai,Gujarat,Neha,6,88,False
1284,Employee_1284,Female,42,Finance,Analyst,70000,5,2024-08-07,Jaipur,Rajasthan,Amit,3,92,True
1285,Employee_1285,Female,42,IT,Executive,-15000,-1,08/08/2024,Delhi,Delhi,Neha,5,92,True
1286,Employee_1286,Male,-3,Marketing,Executive,70000,3,08-09-2024,Delhi,Maharashtra,Rohit,3,110,False
1287,Employee_1287,Male,30,HR,Analyst,70000,3,2024-08-10,Mumbai,Rajasthan,Amit,6,92,True
1288,Employee_1288,Male,42,IT,Analyst,70000,3,11/08/2024,Jaipur,Delhi,,3,97,False
1289,Employee_1289,Female,24,Marketing,Executive,45000,5,08-12-2024,Jaipur,Rajasthan,Neha,6,110,False
1290,Employee_1290,Male,42,HR,Manager,45000,-1,2024-08-13,Pune,Rajasthan,,5,92,True
1291,Employee_1291,Female,42,Marketing,Executive,70000,1,14/08/2024,Jaipur,Delhi,Rohit,3,88,True
1292,Employee_1292,Female,42,Marketing,Analyst,-15000,5,08-15-2024,Jaipur,Gujarat,,6,110,False
1293,Employee_1293,Female,24,Marketing,Executive,45000,1,2024-08-16,Jaipur,Maharashtra,Neha,3,110,True
1294,Employee_1294,Male,-3,Sales,Executive,25000,1,17/08/2024,Jaipur,Maharashtra,,5,110,False
1295,Employee_1295,Female,36,IT,Analyst,-15000,-1,08-18-2024,Jaipur,Gujarat,Rohit,3,88,True
1296,Employee_1296,Female,30,HR,Engineer,45000,1,2024-08-19,Ahmedabad,Delhi,Neha,,88,False
1297,Employee_1297,Male,42,Marketing,Manager,45000,1,20/08/2024,Pune,Maharashtra,Rohit,5,92,False
1298,Employee_1298,Female,24,HR,Engineer,70000,1,08-21-2024,Mumbai,Maharashtra,Amit,3,110,False
1299,Employee_1299,Female,42,Finance,Manager,25000,3,2024-08-22,Ahmedabad,Maharashtra,Amit,4,110,False
1300,Employee_1300,Male,36,Finance,Analyst,70000,5,23/08/2024,Pune,Rajasthan,Rohit,6,110,True
1301,Employee_1301,Male,42,HR,Engineer,70000,1,08-24-2024,Pune,Rajasthan,Rohit,5,97,False
1302,,Male,-3,IT,Analyst,70000,5,2024-08-25,Delhi,Gujarat,,5,97,True
1303,Employee_1303,Female,24,Marketing,Executive,45000,5,26/08/2024,Ahmedabad,Rajasthan,,6,97,True
1304,Employee_1304,Female,42,Sales,Manager,45000,5,08-27-2024,Ahmedabad,Delhi,Rohit,3,97,True
1305,Employee_1305,Female,42,IT,Engineer,45000,1,2024-08-28,Ahmedabad,Delhi,Neha,4,110,True
1306,Employee_1306,Female,24,Marketing,Executive,25000,5,29/08/2024,Jaipur,Delhi,Amit,6,88,True
1307,Employee_1307,Male,-3,Marketing,Engineer,25000,3,08-30-2024,Jaipur,Gujarat,Amit,4,110,False
1308,Employee_1308,Male,42,Finance,Analyst,45000,3,2024-08-31,Pune,Delhi,,4,92,False
1309,Employee_1309,Female,24,IT,Manager,-15000,-1,01/09/2024,Mumbai,Gujarat,Rohit,6,88,True
1310,Employee_1310,Female,-3,Finance,Manager,45000,3,09-02-2024,Delhi,Maharashtra,,5,97,True
1311,Employee_1311,Female,-3,Finance,Manager,-15000,-1,2024-09-03,Ahmedabad,Rajasthan,Neha,3,88,False
1312,Employee_1312,Female,30,HR,Analyst,45000,1,04/09/2024,Jaipur,Delhi,,4,88,True
1313,Employee_1313,Female,-3,Sales,Engineer,45000,1,09-05-2024,Mumbai,Maharashtra,Amit,3,92,False
1314,Employee_1314,Male,30,Marketing,Analyst,45000,3,2024-09-06,Delhi,Delhi,,,88,False
1315,Employee_1315,Female,42,Marketing,Engineer,45000,-1,07/09/2024,Delhi,Gujarat,Neha,4,97,False
1316,Employee_1316,Male,-3,HR,Executive,70000,1,09-08-2024,Jaipur,Maharashtra,Neha,6,92,False
1317,Employee_1317,Female,-3,HR,Analyst,45000,1,2024-09-09,Jaipur,Gujarat,Amit,6,92,True
1318,Employee_1318,Male,42,IT,Executive,70000,3,10/09/2024,Mumbai,Rajasthan,Neha,4,92,True
1319,Employee_1319,Female,42,IT,Engineer,-15000,5,09-11-2024,Pune,Gujarat,,4,92,True
1320,Employee_1320,Male,42,IT,Analyst,70000,-1,2024-09-12,Pune,Delhi,Amit,3,92,True
1321,Employee_1321,Female,-3,Finance,Manager,25000,5,13/09/2024,Mumbai,Maharashtra,Neha,4,92,False
1322,Employee_1322,Male,24,Marketing,Manager,45000,1,09-14-2024,Delhi,Delhi,Amit,4,110,False
1323,,Female,42,Marketing,Engineer,25000,-1,2024-09-15,Pune,Rajasthan,Neha,5,97,True
1324,Employee_1324,Female,24,Sales,Engineer,25000,-1,16/09/2024,Ahmedabad,Maharashtra,,6,97,True
1325,Employee_1325,Male,-3,Finance,Engineer,45000,1,09-17-2024,Mumbai,Delhi,Rohit,4,88,False
1326,Employee_1326,Male,24,IT,Engineer,25000,3,2024-09-18,Delhi,Maharashtra,Rohit,6,92,True
1327,Employee_1327,Male,24,Sales,Manager,70000,-1,19/09/2024,Delhi,Rajasthan,Neha,3,110,True
1328,Employee_1328,Female,30,IT,Analyst,70000,1,09-20-2024,Pune,Maharashtra,Rohit,3,110,False
1329,Employee_1329,Male,30,IT,Executive,45000,1,2024-09-21,Delhi,Gujarat,Amit,4,97,False
1330,Employee_1330,Female,30,Finance,Engineer,70000,5,22/09/2024,Delhi,Rajasthan,Rohit,6,92,True
1331,Employee_1331,Male,30,Marketing,Manager,-15000,-1,09-23-2024,Delhi,Rajasthan,Rohit,6,110,False
1332,Employee_1332,Female,24,Marketing,Manager,25000,1,2024-09-24,Ahmedabad,Maharashtra,N
